LON,LAT,resource_t,org_name,address,contact_na,contact_ti,phone,email,optional_r
-88.3657258,36.9190389,Roadside Stand,Moose Farms,"866 Oak Valley Rd Benton, KY 42025",Mark Young,,(270) 205-1482,rexyoung@bellsouth.net,
-83.4753737,38.2192257,Roadside Stand,Morehead State University Derrickson Agricultural Complex,"25 MSU Farm Drive c/o Amy Lentz Morehead, KY 40351",Joe Fraley & Amy Lentz,,(606) 783-2628,a.lentz@moreheadstate.edu,www.moreheadstate.edu/agriculture/
-84.0216787,37.9874895,Roadside Stand,Mt Folly Enterprises Inc.,"3043 Schollsville Rd Winchester, KY 40391",Ben Pasley,,(859) 474-8218,ben@moonshinetrail.com,www.laurasmercantile.com
-85.1399171,38.3006977,Roadside Stand,Mulberry Orchard,"1330 Mulberry Pike Shelbyville, KY 40065",Matt or Amanda Gajdzik,,(502) 220-7516,amanda.gajdzik@gmail.com,www.MulberryOrchardKY.com
-88.1651721,37.0776541,Roadside Stand,Nelson Family Orchard,"2015 St Rt 93 N Kuttawa, KY 42055",Kimberly Nelson,,,kimbosn1@live.com,
-84.364947,38.991403,Roadside Stand,Neltner Farm LLC,"6922 Four Mile Melbourne, KY 41059",Kevin Neltner,,(859) 635-3636,neltnersfarm@gmail.com,www.neltnersfarm.com
-84.1058236,38.3300853,Roadside Stand,"Nicholas Highpoint Farms, LLC","2221 Maysville Rd Carlisle, KY 40311",Brad Logan,,(859) 351-4326,nicholashighpointfarms@gmail.com,
-83.6506575,37.3074128,Roadside Stand,Oneidafogfarms,"2111 Newfound Rd PO Box 195 Oneida, KY 40972",Deetta Barger,,(606) 847-4643,rlb987@windstream.net,
-84.5599611,37.7339906,Roadside Stand,Open Fields Homestead,"985 Leavell Ridge Rd Lancaster, KY 40444",Marie Black,,(859) 548-150,OPENFIELDSFARM@YAHOO.COM,www.openfieldshomestead.weebly.com
-83.3100111,38.4082323,Roadside Stand,Owens Farm,"470 Owens Lane Vanceburg, KY 41179",Nick Owens,,(606) 796-2409,,
-84.5386272,37.2089905,Roadside Stand,Peace Valley Farm,"8740 Hwy 39 Somerset, KY 42503",William Ping,,,Williamdping@gmail.com,
-84.6147637,39.0030023,Roadside Stand,Pepper Master,"36 Sanders Dr Florence, KY 41042",Pat Lane,,(859) 750-5209,patlaneplb@gmail.com,
-86.6451202,37.3070871,Roadside Stand,Pharris Farm,"4461 Caneyville Rd Morgantown, KY 42261",Ronald Pharris,,(270) 363-1509,reddogemt@yahoo.com,www.facebook.com/pharrisfarm
-86.8279153,36.9110362,Roadside Stand,Poore's Nursery,"168 Keeton Rd Russellville, KY 42276",Russell Poore,,(270) 542-4828,poore@logantele.com,
-84.2536453,38.2289142,Roadside Stand,Pope Family Farms,"964 Peacock Road Paris, KY 40361",Tim Pope,,(859) 585-6788,epope0009@gmail.com,
-87.2583316,37.5389351,Roadside Stand,Porter Creek Farm,"977 Jim Porter Rd Calhoun, KY 42327",Josh Ayer,,,jayer43@gmail.com,
-86.1378838,36.7208377,Roadside Stand,Porter's Pure Honey,"204 Cline Rd. Scottsville, KY 42164",Jon Porter,,,jporter354@gmail.com,
-84.7335629,37.6206241,Roadside Stand,"Preston Family, LLC","2744 Old Stanford Rd Danville, KY 40422",Billy Preston,,(859) 319-4239,,
-85.0178799,38.137396,Roadside Stand,Quarles Farm & Daylilies,"159 Hickory Ridge Rd Waddy, KY 40076",Janet Quarles,,(502) 803-7292,quarles_daylilies@yahoo.com,quarlesfarm.com
-85.7232347,37.1710203,Roadside Stand,R&A Family Farm,"3015 Crail Hope Rd Hardyville, KY 42746",Ryan Atwell,,(270) 565-2500,rmaiatwell@yahoo.com,
-87.6440081,37.1868564,Roadside Stand,"R&R Cook Farm, Llc","125 Cook Lane Dawson Springs, KY 42408",Randy Cook,,(270) 619-0393,randycook@aol.com,
-84.3414868,38.2910997,Roadside Stand,Reed Valley Orchard,"239 Lail Ln Paris, KY 40362",Trudie Reed,,(859) 987-6480,info@reedvalleyorchard.com,www.reedvalleyorchard.com
-87.041853,37.790165,Roadside Stand,Reid's Orchard,"4818 HWY 144 Owensboro, KY 42303",Billy Reid,,(270) 685-2444,BHR117@aol.com,www.reidorchard.com
-83.9795089,37.9071068,Roadside Stand,Rising Roots,"523 Turley Dr. Clay City, KY 40312",Michael Turley,,(704) 305-0684,turleyontheroad2@gmail.com,
-86.20767,37.918832,Roadside Stand,Roberts Family Farm,"125 Kennedy Rd Guston, KY 40142",Kevin Roberts,,(270) 422-2361,rffarm@bbtel.com,robertsfamilyfarmky.com
-84.6557449,38.3816788,Roadside Stand,Rocking Bee Farm,"926 Coppage Road Stamping Ground, KY 40379",James Butcher,,,big_butch1435@yahoo.com,
-88.589847,37.0690334,Roadside Stand,Rose Gardens And Orchards,"1622 S 6Th St Paducah, KY 42003",Julieann Rose,,(270) 908-6658,julieann.rose@rosegardnesandorchards.com,www.rosegardensandorchards.com
-83.2250807,37.9064045,Roadside Stand,Rose's Big Spring Branch,"10062 Hwy 460 East West Liberty, KY 41472",Linda Rose,,(606) 743-7817,lrr10@mrtc.com,
-86.5786932,36.6804605,Roadside Stand,Ruby Branch Farms,"780 Lake Spring Rd. Franklin, KY 42134",Laney Snider,,(270) 776-4672,rubybranchfarms@gmail.com,www.rubybranchfarms.com
-84.8674579,39.0375327,Roadside Stand,Sandyland Acres Haunted Hayride,"4172 Belleview Road Petersburg, KY 41080",Gene Webb,,(859) 322-0516,sandylandacres@aol.com,www.sandylandacres.com
-86.7715828,37.1858981,Roadside Stand,Serenity Acres Farm,"5814 Rochester Rd Morgantown, KY 42261",Laura Henderson,,,rainkingbmdh1@bellsouth.net,
-84.141481,37.6899982,Roadside Stand,Spivey's Home Grown Produce,"2220 Brassfield Rd. Richmond, KY 40475",Keith Spivey,,(859) 625-4608,slurpy@live.com,
-84.8395014,38.6600872,Roadside Stand,Steepleview Farm,"10285 Hwy 127 North Sparta, KY 41086",Marc Carey,,(859) 643-3339,marc@steepleviewfarm.net,
-84.674209,37.770086,Roadside Stand,Sticky Wicket Farms,"15144 High Bridge Rd Lancaster, KY 40444",Leslie Abbey,,(859) 548-4517,stickywicketfarms@gmail.com,www.stickywicketfarms.com
-87.4429849,37.826921,Roadside Stand,Stone Hill Honey,"6005 Hatchett Mill Rd Spottsville, KY 42458",Betsy Stone,,(270) 869-5023,bpstoneky@bellsouth.net,www.stonehillhoney.com/home
-86.7739921,37.1982849,Roadside Stand,Stuck In Time Farm/Jj Apiaries,"788 Dunbar Coal Rd Morgantown, KY 42261",Jean Beattie,,(270) 925-1429,redwing@vci.net,
-85.508981,38.151178,Roadside Stand,Sunny Acres Farm,"6516 Echo Trail Louisville, KY 40299",Tommee Clark,,(502) 727-9536,tommeeclark88@gmail.com,www.sunnyacresfarmky.com
-85.0401771,37.6000712,Roadside Stand,Terry's Berries and Produce,"4189 Craintown Rd Gravel Switch, KY 40328",Terry L. Williams,,(270) 692-2493,terrysberries@windstream.net,
-84.5757974,38.2662056,Roadside Stand,The Purple Buffalo Lavender Co.,"1932 Cincinnati Rd Georgetown, KY 40324",Debbie Owner,,,owner@purplebuffalolavender.com,
-86.5280026,36.8191146,Roadside Stand,Toodlebug Farm,"1521 Cedar Bluff Rd Woodburn, KY 42170",Tina Harris,,(270) 320-8300,teamharris03@gmail.com,www.facebook.com/groups/ToodleBugFarm/
-85.5478978,37.1810759,Roadside Stand,Triple 'D' Greenhouse & Produce,"102 Atwell-Morgan Rd. Greensburg, KY 42743",Dave Atwell,,(270) 932-7610,jo.atwell@live.com,
-84.6074203,38.2702978,Roadside Stand,Triple J Farm,"2287 Long Lick Pk Georgetown, KY 40324",Jessica McQuade,,(502) 863-6786,info@triplejfarm.org,triplejfarm.org
-84.7479996,37.0717419,Roadside Stand,"Upper ""T"" Farm","510 Vaught Rd Nancy, KY 42544",Scott or Gloria J. Whittle,,(606) 871-0256,e.whittle@rocketmail.com,
-84.41278,37.406287,Roadside Stand,Valley Farms Market,"246 Sycamore St. Brodhead, KY 40409",Spencer Bussell,,(606) 758-4522,spencer.bussell@yahoo.com,
-86.6560172,37.3218382,Roadside Stand,Van Burens Market,"1655 Dexterville Banock Road Morgantown, KY 42261",Joshua Gilpin,,(502) 974-9882,jgilpin754@gmail.com,vanburensmarket.com
-84.0349495,38.0840048,Roadside Stand,Whispering Willow,"4983 Donaldson Rd. Mt Sterling, KY 40353",Patricia Purvis,,(859) 497-6414,patpurvis@bellsouth.net,
-83.8285333,36.7884194,Roadside Stand,Wild Wood Farms,"169 Gravy Branch Road Artemus, KY 40903",Kristopher Hubbard,,(160) 654-6963,wildwoodfarmsartemus@gmail.com,
-84.7198462,37.9783376,Roadside Stand,Wildside Winery,"5500 Troy Pike Versailles, KY 40383",Neil Vasilakes,,(859) 879-3982,neil@wildsidewinery.com,www.wildsidewinery.com
-85.3541265,38.0979657,Roadside Stand,Willett Farms,"727 Normandy Road Taylorsville, KY 40071",Michael Willett,,(502) 477-8710,willettsfarms@yahoo.com,
-85.0401771,37.6000712,Roadside Stand,Williams Country Market,"4189 Craintown Rd Gravel Switch, KY 40328",Terry Williams,,(270) 692-2493,terrysberries@windstream.net,
-84.4105115,38.3173501,Roadside Stand,Willow Bend Farm,"1388 Switzer Pike Cynthiana, KY 41031",Bill Wright,,(859) 234-9522,willowbend01@gmail.com,willowbend01@gmail.com
-82.8634282,38.6130893,Roadside Stand,Wireman's Greenhouse/Wireman Family Farm,"881 Ohio River Road Greenup, KY 41144","Jeff, Melissa Or Ashley Wireman",,(606) 923-7631,missy.wireman@greenup.kyschools.us,
-84.5694985,37.6262524,Roadside Stand,Wonder Of Life Farm,"686 Buckeye Rd Lancaster, KY 40444",Maria Turner,,(859) 792-8923,maria_r_turner@yahoo.com,
-88.6662713,37.0040065,Roadside Stand,Wurth Farms,"1720 S Friendship Rd Paducah, KY 42003",Alesia Grief,,(270) 554-1403,wurthfarms@comcast.net,wurthfarms.net
-84.4704942,36.7234118,Roadside Stand,Yellow Box Bee Farm,"121 Kelly Road Whitley City, KY 42653",Jessica Musgrove,,(606) 376-5994,JESSICA.MUSGROVE@OUTDOORVENTURE.COM,
-84.4237276,37.6601828,Roadside Stand,Zephyr Creek Crossing,"7500 Highway 1295 Paint Lick, KY 40461",Sue Peterson Blyth,,(859) 328-3805,sweetsue49@gmail.com,www.facebook/zephyrcreek
-83.9955872,37.6996412,Shared Equipment,Estill County Conservation District,"1505 Richmond Rd, Irvine, Kentucky 40336",Crystal Renfro,Office Staff,(606) 723-5104,ECCD@outlook.com,No-Till Seed Drill
-85.3009084,37.1136651,Shared Equipment,Adair County Conservation District,"965 Campbellsville Rd, Columbia, KY, 42728",Steven Olt,Field Representative,(270) 384-6628,steven.olt@ky.gov,No-Till Seed Drill
-85.9311333,37.0103709,Shared Equipment,Barren County Conservation District,"207 Ymca Way, Glasgow, KY, 42141",District Office,Office Staff,(270) 629-6811,barrenconservation@gmail.com,Hay Wrapper
-84.0682546,38.6815963,Shared Equipment,Bracken County Conservation District,"218 Frankfort Street, PO Box 35, Brooksville, KY 41004",Pam Williams,Field Representative,(606) 735-3256,pam.williams@ky.gov,In-line Bale Wrapper
-84.0441818,38.6717577,Shared Equipment,Bracken County Agriculture Advancement Council,"1120 Brooksville-Germantown Rd, Brooksville, KY 41004",David Appelman,Extension Agent,(606) 735-2141,dappelma@uky.edu,Lime Spreader
-85.1572089,38.6852316,Shared Equipment,Carroll  County Conservation District,"1802 Highland Avenue, Carrollton, KY 41008",Sheila Banks,Administrative Secretary,(502) 732-6098,sheila.banks@ky.nacdnet.net,No-Till Seed Drill
-82.9365849,38.3306122,Shared Equipment,Carter County Soil Conservation District,"526 E. Main Street, Grayson, KY 41143",Melodie Bush,Administrative Secretary,(606) 474-5184,melodie.bush@ky.nacdnet.net,"No-Till Seed Drill, Lime Spreader"
-84.1839117,38.0130263,Shared Equipment,Clark County Soil Conservation District,"667 Tech Drive, Winchest, KY 40391",Angela Embry,Administrative Secretary,(859)-744-2322,angela.embry@ky.nacdnet.net,No-Till Seed Drill
-84.8186283,38.216193,Shared Equipment,Franklin County Conservation District,"103 Lakeview Court, Frankfort, KY 40601ﾠ",Eric Phillips,Conservation Technician,(502) 352-2701,ephillipsfccd@hotmail.com,"No-Till Seed Drill, Weed Wiper/Sprayer"
-88.621661,36.7252333,Shared Equipment,Graves County Conservation District,"1000 Commonwealth Dr, Mayfield, KY 42066",Erica Marshall,Administrative Secretary,(270) 247-9529,Erica.marshall@ky.nacdnet.net,No-Till Seed Drill
-87.5077601,37.3446983,Shared Equipment,Hopkins County Farm Bureau,"585 Nebo Rd, Madisonville, KY 42431",Curtis Dame,Extension Agent,(270) 821-3650,curtis.dame@uky.edu,Sprayer
-83.9993703,37.3146914,Shared Equipment,Jackson County Cattlemen's Association,"2883 Highway 30 W, Annville, KY 40402",David Coffey,Extension Agent,(606) 287-7693,david.coffey@uky.edu,"Weed Wiper, Sprayer, Lime Spreader"
-85.7461948,37.5733556,Shared Equipment,La Rue County Conservation District,"306 West Main Street, Hodgenville, KY 42748",Paula McDowell-Wood,Office Staff,(270) 358-3132,larueccd@hotmail.com,No-Till Seed Drill
-84.0794505,37.1196606,Shared Equipment,Laurel County Cattlemen's Association,"200 County Extension Rd, London, KY 40741",Glenn Williams,Extension Agent,(606) 864-4167,dl_ces_laurel@email.uky.edu,Manure Spreader
-86.8991433,36.8443041,Shared Equipment,Logan County Conservation District,"253 Hopkinsville Rd # C, Russellville, KY 42276",Leann Martin,Extension Agent,(270) 726-6323,leann.martin@uky.edu,"No-Till Seed Drill, Vegetable Transplanter"
-84.2739742,37.7011838,Shared Equipment,Madison County Farm Bureau,"230 Duncannon Lane, Richmond, KY 40476-0270",Brandon Sears,Extension Agent,(859) 623-4072,brandon.sears@uky.edu,"No-Till Seed Drill, Manure Spreader"
-85.2628032,37.5544024,Shared Equipment,Marion County Conservation District,"682 Metts Drive, Lebanon, KY 40033",Natalie Browning,Administrative Secretary,(270) 692-3341,natalie.browning@ky.nacdnet.net,"Sprayer, Lime Spreader, Thistle Sprayer"
-83.6513099,37.9556026,Shared Equipment,Menifee County Conservation District,"2093 Highway 460 W, Frenchburg, KY 40322",April Smith,Office Staff,(606) 768-2541,april.smith@ky.nacdnet.net,No-Till Seed Drill
-84.8502879,37.7759757,Shared Equipment,Mercer County Conservation District,"227 Morris Drive, Harrodsburg, KY 40330",Linda Lake,Administrative Secretary,(859) 734-6889,linda.lake2@ky.nacdnet.net,No-Till Seed Drill
-85.6068251,36.9753005,Shared Equipment,Metcalfe County Conservation District,"100 Scott Drive, Edmonton, KY 42129",Peggy Bridges,Office Staff,(270) 432-3191,metcocd@gmail.com,"No-Till Seed Drill, Plastic Layer"
-85.6869749,36.7098238,Shared Equipment,Monroe County Conservation District,"201 West Paige Street, Thompkinsville, KY 42167",Jarad Bartley,Conservation Technician,(270) 487-6589,Jarad.bartley@ky.nacdnet.net,"No-Till Seed Drill, Thistle Sprayer"
-84.026119,38.3115686,Shared Equipment,Nicholas County Conservation District,"368 East Main Street, Carlisle, KY 40311",Erica Brierly,Administrative Secretary,(859) 289-5165,nicholasconservation@hotmail.com,"No-Till Seed Drill, Chain Harrow"
-84.3202926,38.6552253,Shared Equipment,Pendleton County Beef Cattle Association,"45 David Pribble Dr, Falmouth, KY 41040",Lindie Huffman,Extension Agent,(859) 654-3395,lindie.huffman@uky.edu,Lime Spreader
-84.6535718,37.1022041,Shared Equipment,Pulaski County Conservation District,"28 Parkway Drive, Somerset, KY 42503",Beth Wilson,Extension Agent,(606) 679-6361,beth.wilson@uky.edu,"No-Till Seed Drill, Roller Crimper, Post Driver, Sprayer"
-85.3524973,37.3276762,Shared Equipment,Taylor County Conservation District,"1105 S. Columbia Avenue Suite B, Campbellsville, KY 42718",Linda Russell,Administrative Secretary,(270) 465-4651,Linda.russell@ky.nacdnet.net,No-Till Seed Drill
-86.259011,36.901737,Shared Equipment,Warren County Cattle Producers Association,"1238 Claypool Alvaton Road, Bowling Green, KY 42103",Shane Wahl,Director,(270) 779-6078,dl_ces_warren@email.uky.ed,"Chain Harrow, Sprayer"
-85.2226901,37.6834908,Shared Equipment,Washington County Farm Bureau,"100 E Depot St, Springfield, KY 40069",Jeremy Hardin,Agency Manager,(859) 336-9472,[none],Manure Spreader
-85.2242075,37.700355,Shared Equipment,Washington County Conservation District,"461 Lincoln Drive, Springfield, KY 40069",Dana Shewmaker,Administrative Secretary,(859) 336-7777,Dana.shewmaker@ky.nacdnet.net,"Lime Spreader, Sprayer"
-84.7581091,38.0477522,Shared Equipment,Woodford County Conservation District,"180 Beasley Road, Versailles, KY 40383",Jimmy Chambers,Administrative Secretary,(859) 873-4941,woodfordcd@gmail.com,No-Till Drill
-83.069311,37.746311,Water Testing Lab,"Mineral Labs, Inc.","309 Parkway Dr., Salyersville, KY 41465 ",,No,606-349-6145,sharlonda@minerallabs.com,Scheduling encouraged
-84.525291,38.001179,Water Testing Lab,"Microbac Laboratories, Inc.","2520 Regency Road, Lexington, KY 40503",,Yes,859-276-3506,lisa.martin@microbac.com,Scheduling encouraged
-86.03432,37.562802,Water Testing Lab,White Mills Laboratory/Hardin Co. Water District No. 2,"1300 Cave Road, Glendale, KY 42740",,No,270-862-3213,WhiteMillsLab@hardincountywater2.org,Scheduling encouraged
-87.155513,36.651702,Water Testing Lab,Logan/Todd Regional Water Commission ,"248 Tower Street, Guthrie, KY 42234",,No,270-483-6990,tmccullough@ltrwc.org,Scheduling required
-85.557805,38.198561,Water Testing Lab,Beckmar Environmental Laboratory,"3251 Ruckriegel Parkway, Louisville Ky 40299",,Yes,502-266-6533,matt@beckmarlab.com,Scheduling optional
-84.574768,37.874623,Water Testing Lab,Hall Environmental Consultants,"1376 Danville Loop 1 Road, Nicholasville, KY 40356",,Yes,859-885-3331,rshelley@hallenvironmental.net,Scheduling encouraged
-84.734801,38.06176,Water Testing Lab,Fouser Environmental Services,"165 Camden Avenue, Versailles, Kentucky 40383",,Yes,859-873-6211,lab@fouser.com,Scheduling encouraged
-86.469427,36.960447,Water Testing Lab,HydroAnalytical WKU,"2413 Nashville Road, Bowling Green, KY 42101",,Yes,270-745-5287,ethan.givan@wku.edu,Scheduling encouraged
-87.115106,37.764758,Water Testing Lab,"Waters Agricultural Laboratories, Inc. ","2101 Calhoun Road, Owensboro, KY 42301",,Yes,270-685-4039,kyinfo@watersag.com,Scheduling encouraged
-83.436333,38.191159,Water Testing Lab,Morehead State University Water Testing Lab,"444 Ashland Avenue, Morehead, KY 40351",,No,606-783-2961,jrmason@moreheadstate.edu,Scheduling required
-88.641672,37.056605,Water Testing Lab,"McCoy & McCoy Laboratories, a Pace Analytical Laboratory","3038 Lone Oak Rd Suite 4, Paducah, KY 42003",Archie Fugate,Yes,270-821-7375 ext. 117,archie@mccoylabs.com,Scheduling optional
-84.44471,38.033936,Water Testing Lab,"McCoy & McCoy Laboratories, a Pace Analytical Laboratory","2456 Fortune #160, Dr Lexington, KY 40509",Archie Fugate,Yes,270-821-7375 ext. 117,archie@mccoylabs.com,Scheduling optional
-82.528632,37.461988,Water Testing Lab,"McCoy & McCoy Laboratories, a Pace Analytical Laboratory","173 Island Creek Rd Pikeville, KY 41501",Archie Fugate,Yes,270-821-7375 ext. 117,archie@mccoylabs.com,Scheduling optional
-87.549713,37.359551,Water Testing Lab,"McCoy & McCoy Laboratories, a Pace Analytical Laboratory",,Archie Fugate,Yes,270-821-7375 ext. 117,archie@mccoylabs.com,Scheduling optional
-83.6949176,36.76203,Shared Equipment,Bell County Cooperative Extension ,"101 Courthouse Sq, Pineville, KY 40977",Stacy J. White,,(606) 337-2376,sjwhite@uky.edu,"Bed Shaper, Plastic Layer, Plastic Lifter, Plastic Roller, Lime Spreader, Vegetable Transplanter, No-Till Drill, Honey Extraction Equipment, Tillers, Sprayer, Broadcast Seeder"
-86.4615516,37.7621643,Shared Equipment,Breckinridge County Cooperative Extension ,"US-60 & KY-261, Hardinsburg, KY 40143","Hobdy, Dye, Reed",,(270) 756-2555,,"Sprayer, No-Till Drill"
-85.3686741,36.7850455,Shared Equipment,Cumberland County Soil Conservation District ,"329 Keen Street, Burkesville, KY 42717",Wanda Gilbert,,(270) 864-2206,wanda.gilbert@gmail.com,"Sprayer, Lime Spreader, No-Till Drill"
-85.7461948,37.5733556,Shared Equipment,Larue County Soil Conservation District ,"306 West Main Street, Hodgenville, KY 42748",Paula Wood,,(270) 358-3132,,No-Till Drill
-83.7009406,37.5818123,Shared Equipment,Lee County Soil Conservation District ,"32 Big Hill Drive, Beattyville, KY 41311",Lee County Conservation district,,(606) 565-8480,,"Lime Spreader, Chain Harrow, No-Till Drill"
-84.6742343,37.5495905,Shared Equipment,Lincoln County Farm Bureau,"233 Doe Run Rd, Stanford, KY 40484",,,(606) 365-2447,,"Sprayer, Lime Spreader, Manure Spreader, Chain Harrow, Post Driver, No-Till Drill, Broadcast Seeder"
-88.3971012,37.154656,Shared Equipment,Livingston County Cooperative Extension ,"803 US-60, Smithland, KY 42081",Adam Barnes,,(270) 928-2168,adam.barnes1@uky.edu,Honey Extraction Equipment
-86.2092329,36.7430173,Shared Equipment,Allen County Soil Conservation District ,"77 Woodland Circle Drive, Scottsville, KY 42164",Susan Mcpherson ,,(270) 237-3180,susan.mcpherson@ky.usda.gov,"Sprayer, Manure Spreader, Post Driver, No-Till Drill"
-88.8881352,37.082819,Shared Equipment,Ballard County Soil Conservation District ,"1156 Kentucky Ave, Kevil, KY 42053",NRCS,,(270) 462-8561,,No-Till Drill
-85.9311333,37.0103709,Shared Equipment,Barren County Soil Conservation District ,"207 YMCA Way, Glasgow, KY 42141",Lindsie Kinslow,,(270) 629-6811,,No-Till Drill
-87.8998918,37.112155,Shared Equipment,Caldwell County Soil Conservation District ,"503 Parkway Drive, Princeton, KY 42445",Mike Clayton,,(270) 366-6530,,"No-Till Drill, Crimper "
-88.3517367,36.6039745,Shared Equipment,Calloway County Soil Conservation District ,"88 Robertson Rd S., Murray, KY 42071",Cindy Cossey,,(270) 767-0491,cindy@callowayconservation.com,No-Till Drill
-82.9365849,38.3306122,Shared Equipment,Carter County Soil Conservation District ,"526 E. Main Street, Grayson, KY 41143",Carter County Conservation District,,(606) 474-5184,melodie.bush@ky.nacdnet.net,"Sprayer, Lime Spreader, No-Till Drill"
-84.1839117,38.0130263,Shared Equipment,Clark County Soil Conservation District ,"667 Tech Dr, Winchester, KY 40391",Angie Embry,,(859) 745-2828 ext.3,,No-Till Drill
-88.0801604,37.3326682,Shared Equipment,Crittenden County FFA Alumni,"118 E. Bellville St, Marion, KY 42064",Dee Heimgartner,,(270) 965-5236,deanna.brasher@uky.edu,"No-Till Drill, Honey Extraction Equipment"
-82.7650143,37.7138714,Shared Equipment,Floyd County Cooperative Extension ,"3490 KY-321, Prestonburg, KY 41653",Keith Hackworth & Andrea Johnson (kitchen) ,,(606) 886-2668,khackwor@uky.edu and andrea.johnson2@uky.edu,Honey Extraction Equipment
-84.2963788,38.3807539,Shared Equipment,Harrison County Cooperative Extension ,"668 New Lair Rd, Cynthiana, KY 41031",Evonne Blackburn,,(859) 234-5510,eblackbu@uky.edu,"Bed Shaper, Plastic Layer, Plastic Lifter, Plastic Roller, Sprayer, Lime Spreader, Vegetable Transplanter, Chain Harrow, No-Till Drill, Honey Extraction Equipment"
-84.0012956,37.4303062,Shared Equipment,Jackson County Jackson County Cattlemen's Association,"1408 Main Street South, McKee, KY 40447",David Coffey,,(606) 287-7693,david.coffey@uky.edu,"Sprayer, Lime Spreader, Chain Harrow, No-Till Drill, Wagon"
-84.5661473,37.8633665,Shared Equipment,Jessamine County Cooperative Extension ,"95 Park Drive, Nicholasville, KY 40356",Jessica Lawrence,,(859) 8854811,jlawrence@uky.edu,"Bed Shaper, Plastic Layer, Plastic Lifter, Plastic Roller, Sprayer"
-85.2627771,37.554364,Shared Equipment,Marion County Soil Conservation District ,"682 Metts Drive, Lebanon, KY 40033",Natalie Browning ,,(270) 692-2431,,"Sprayer, Lime Spreader, No-Till Drill, Aerator"
-82.5287316,37.865025,Shared Equipment,Martin County Cooperative Extension ,"1338 Main Street, Inez, KY 41224",Roger Mollette,,(606) 298-7742,rmollett@uky.edu,"Bed Shaper, Plastic Layer, Honey Extraction Equipment"
-84.6046649,38.2108892,Shared Equipment,Menifee County Soil Conservation District ,"2093 Highway 460 W, Frenchburg, KY 40322",April Smith,,(606) 768-2541,,"Bed Shaper, Plastic Layer, Lime Spreader, No-Till Drill"
-85.6889424,36.7100353,Shared Equipment,Monroe County Soil Conservation District ,"201 West Paige Street, Tompkinsville, KY 42167",Jarad Bartley,,(270) 487-6528,jarad.bartley@ky.nacdnet.net,"Sprayer, No-Till Drill"
-83.6756734,37.4767583,Shared Equipment,Owsley County Soil Conservation District ,"Jockey Street, Booneville, KY 41314",Sandy Gay,,(606) 593-7505,,"Bed Shaper, Plastic Layer, Lime Spreader, Vegetable Transplanter, Chain Harrow, No-Till Drill"
-85.3416416,38.0317805,Shared Equipment,Spencer County Soil Conservation District ,"410 Railroad St, Taylorsville, KY 40071",Doloras Richardson,,(502) 477-1157,,No-Till Drill
-87.7943776,36.8690547,Shared Equipment,Trigg County Soil Conservation District ,"193 Commerce Street, Cadiz, KY 42211",Trigg County Conservation District,,(270) 522-3304,,No-Till Drill
-83.5456925,37.7346387,Shared Equipment,Wolfe County Soil Conservation District ,"Main Street, Campton, KY 41301",Kevin Hileman,,(606) 668-3111,,"Lime Spreader, Manure Spreader, Chain Harrow, No-Till Drill, Aerator"
-86.6849989,37.2278291,Shared Equipment,Butler County Soil Conservation District ,"216 W Ohio St C, Morgantown, KY 42261",,,(270) 526-3784,,No-Till Drill
-85.1299267,36.6825268,Shared Equipment,Clinton County Soil Conservation District ,"801 Tennessee Rd, Albany, KY 42602",,,(606) 387-5196,,"Lime Spreader, Post Driver, No-Till Drill"
-84.9041271,38.0780022,Shared Equipment,Anderson County Farm Bureau,"1245 Ninevah Road, Lawrenceburg, KY 40342",Tommy Yankey,,(502) 839-7271,tyankey@uky.edu,"No Till Seed Drill, Lime Spreader"
-84.2963788,38.3807539,Shared Equipment,Harrison County Cooperative Extension ,"668 New Lair Road, Cynthiana, KY 41031",Evonne Blackburn,,(859) 234-5510,evonne.blackburn@uky.edu,"Plastic Layer, Plastic Lifter, Water Wheel Setter"
-85.1289333,38.661459,Shared Equipment,Carroll County Soil Conservation District ,"500 Floyd Drive, Carrollton, KY 41008",Christin Herbst,,(502) 732-7030,christin.herbst@uky.edu,"Soil Probe, Compaction Probe"
-88.3537955,36.8644171,Shared Equipment,Marshall County Soil Conservation District ,"107 W 5th St, Benton, KY 42025, Benton, KY 42025",Farm Service Agency,,(270) 527-3231,kybenton-fsa@one.usda.gov ,No Till Seed Drill 
-84.2344598,38.2225279,Shared Equipment,Bourbon County Soil Conservation District ,"603 Millersburg Rd, Paris, KY 40324",Ray Tackett,,(859) 987-1895,atackett@uky.edu,Electric Honey Extractor
